 1  ensemble_195_150.pdb
 1  ensemble_195_165.pdb
 1  ensemble_195_180.pdb
 1  ensemble_195_195.pdb
 1  ensemble_195_210.pdb
 1  ensemble_195_225.pdb
 1  ensemble_195_240.pdb
 1  ensemble_195_255.pdb
 1  ensemble_195_270.pdb
 0  ensemble_195_285.pdb
 1  ensemble_195_300.pdb
 1  ensemble_195_315.pdb
 1  ensemble_195_330.pdb
 1  ensemble_195_345.pdb
 1  ensemble_210_0.pdb
 1  ensemble_210_15.pdb
 1  ensemble_210_30.pdb
 1  ensemble_210_45.pdb
 1  ensemble_210_60.pdb
 1  ensemble_210_75.pdb
 1  ensemble_210_90.pdb
 1  ensemble_210_105.pdb
 1  ensemble_210_120.pdb
 1  ensemble_210_135.pdb
 1  ensemble_210_150.pdb
 1  ensemble_210_165.pdb
 1  ensemble_210_180.pdb
 1  ensemble_210_195.pdb
 1  ensemble_210_210.pdb
 1  ensemble_210_225.pdb
 1  ensemble_210_240.pdb
 1  ensemble_210_255.pdb
 1  ensemble_210_270.pdb
 1  ensemble_210_285.pdb
 1  ensemble_210_300.pdb
 1  ensemble_210_315.pdb
 1  ensemble_210_330.pdb
 1  ensemble_210_345.pdb
 1  ensemble_225_0.pdb
 1  ensemble_225_15.pdb
 1  ensemble_225_30.pdb
 1  ensemble_225_45.pdb
 1  ensemble_225_60.pdb
 1  ensemble_225_75.pdb
 1  ensemble_225_90.pdb
 1  ensemble_225_105.pdb
 1  ensemble_225_120.pdb
 1  ensemble_225_135.pdb
 1  ensemble_225_150.pdb
 1  ensemble_225_165.pdb
 1  ensemble_225_180.pdb
 1  ensemble_225_195.pdb
 1  ensemble_225_210.pdb
 1  ensemble_225_225.pdb
 1  ensemble_225_240.pdb
 1  ensemble_225_255.pdb
 1  ensemble_225_270.pdb
 1  ensemble_225_285.pdb
 1  ensemble_225_300.pdb
 1  ensemble_225_315.pdb
 0  ensemble_225_330.pdb
 1  ensemble_225_345.pdb
 1  ensemble_240_0.pdb
 1  ensemble_240_15.pdb
 1  ensemble_240_30.pdb
 1  ensemble_240_45.pdb
 1  ensemble_240_60.pdb
 1  ensemble_240_75.pdb
 1  ensemble_240_90.pdb
 1  ensemble_240_105.pdb
 1  ensemble_240_120.pdb
 1  ensemble_240_135.pdb
 1  ensemble_240_150.pdb
 1  ensemble_240_165.pdb
 1  ensemble_240_180.pdb
 1  ensemble_240_195.pdb
 1  ensemble_240_210.pdb
 1  ensemble_240_225.pdb
 1  ensemble_240_240.pdb
 1  ensemble_240_255.pdb
 1  ensemble_240_270.pdb
 1  ensemble_240_285.pdb
 1  ensemble_240_300.pdb
 0  ensemble_240_315.pdb
 0  ensemble_240_330.pdb
 1  ensemble_240_345.pdb
 1  ensemble_255_0.pdb
 1  ensemble_255_15.pdb
 1  ensemble_255_30.pdb
 1  ensemble_255_45.pdb
 1  ensemble_255_60.pdb
 1  ensemble_255_75.pdb
 1  ensemble_255_90.pdb
 1  ensemble_255_105.pdb
 1  ensemble_255_120.pdb
 1  ensemble_255_135.pdb
 1  ensemble_255_150.pdb
 1  ensemble_255_165.pdb
 1  ensemble_255_180.pdb
 1  ensemble_255_195.pdb
 1  ensemble_255_210.pdb
 1  ensemble_255_225.pdb
 1  ensemble_255_240.pdb
 1  ensemble_255_255.pdb
 1  ensemble_255_270.pdb
 1  ensemble_255_285.pdb
 1  ensemble_255_300.pdb
 0  ensemble_255_315.pdb
 1  ensemble_255_330.pdb
 1  ensemble_255_345.pdb
 1  ensemble_270_0.pdb
 1  ensemble_270_15.pdb
 1  ensemble_270_30.pdb
 1  ensemble_270_45.pdb
 1  ensemble_270_60.pdb
 1  ensemble_270_75.pdb
 1  ensemble_270_90.pdb
 1  ensemble_270_105.pdb
 1  ensemble_270_120.pdb
 1  ensemble_270_135.pdb
 1  ensemble_270_150.pdb
 1  ensemble_270_165.pdb
 1  ensemble_270_180.pdb
 1  ensemble_270_195.pdb
 1  ensemble_270_210.pdb
 1  ensemble_270_225.pdb
 1  ensemble_270_240.pdb
 1  ensemble_270_255.pdb
 1  ensemble_270_270.pdb
 1  ensemble_270_285.pdb
 1  ensemble_270_300.pdb
 1  ensemble_270_315.pdb
 1  ensemble_270_330.pdb
 1  ensemble_270_345.pdb
 0  ensemble_285_0.pdb
 1  ensemble_285_15.pdb
 1  ensemble_285_30.pdb
 1  ensemble_285_45.pdb
 1  ensemble_285_60.pdb
 1  ensemble_285_75.pdb
 1  ensemble_285_90.pdb
 1  ensemble_285_105.pdb
 1  ensemble_285_120.pdb
 1  ensemble_285_135.pdb
 1  ensemble_285_150.pdb
 1  ensemble_285_165.pdb
 1  ensemble_285_180.pdb
 1  ensemble_285_195.pdb
 1  ensemble_285_210.pdb
 1  ensemble_285_225.pdb
 1  ensemble_285_240.pdb
 1  ensemble_285_255.pdb
 1  ensemble_285_270.pdb
 1  ensemble_285_285.pdb
 1  ensemble_285_300.pdb
 1  ensemble_285_315.pdb
 1  ensemble_285_330.pdb
 0  ensemble_285_345.pdb
 0  ensemble_300_0.pdb
 0  ensemble_300_15.pdb
 1  ensemble_300_30.pdb
 1  ensemble_300_45.pdb
 1  ensemble_300_60.pdb
 1  ensemble_300_75.pdb
 1  ensemble_300_90.pdb
 1  ensemble_300_105.pdb
 1  ensemble_300_120.pdb
 1  ensemble_300_135.pdb
 1  ensemble_300_150.pdb
 1  ensemble_300_165.pdb
 1  ensemble_300_180.pdb
 1  ensemble_300_195.pdb
 1  ensemble_300_210.pdb
 1  ensemble_300_225.pdb
 1  ensemble_300_240.pdb
 1  ensemble_300_255.pdb
 1  ensemble_300_270.pdb
 1  ensemble_300_285.pdb
 1  ensemble_300_300.pdb
 1  ensemble_300_315.pdb
 0  ensemble_300_330.pdb
 0  ensemble_300_345.pdb
 0  ensemble_315_0.pdb
 0  ensemble_315_15.pdb
 1  ensemble_315_30.pdb
 1  ensemble_315_45.pdb
 1  ensemble_315_60.pdb
 1  ensemble_315_75.pdb
 1  ensemble_315_90.pdb
 1  ensemble_315_105.pdb
 1  ensemble_315_120.pdb
 1  ensemble_315_135.pdb
 1  ensemble_315_150.pdb
 1  ensemble_315_165.pdb
 1  ensemble_315_180.pdb
 1  ensemble_315_195.pdb
 1  ensemble_315_210.pdb
 1  ensemble_315_225.pdb
 1  ensemble_315_240.pdb
 1  ensemble_315_255.pdb
 1  ensemble_315_270.pdb
 1  ensemble_315_285.pdb
 1  ensemble_315_300.pdb
 1  ensemble_315_315.pdb
 0  ensemble_315_330.pdb
 0  ensemble_315_345.pdb
 0  ensemble_330_0.pdb
 0  ensemble_330_15.pdb
 0  ensemble_330_30.pdb
 0  ensemble_330_45.pdb
 1  ensemble_330_60.pdb
 1  ensemble_330_75.pdb
 1  ensemble_330_90.pdb
 1  ensemble_330_105.pdb
 1  ensemble_330_120.pdb
 1  ensemble_330_135.pdb
 1  ensemble_330_150.pdb
 1  ensemble_330_165.pdb
 1  ensemble_330_180.pdb
 1  ensemble_330_195.pdb
 1  ensemble_330_210.pdb
 1  ensemble_330_225.pdb
 1  ensemble_330_240.pdb
 1  ensemble_330_255.pdb
 1  ensemble_330_270.pdb
 1  ensemble_330_285.pdb
 1  ensemble_330_300.pdb
 0  ensemble_330_315.pdb
 0  ensemble_330_330.pdb
 0  ensemble_330_345.pdb
 0  ensemble_345_0.pdb
 0  ensemble_345_15.pdb
 0  ensemble_345_30.pdb
 0  ensemble_345_45.pdb
 1  ensemble_345_60.pdb
 1  ensemble_345_75.pdb
 1  ensemble_345_90.pdb
 1  ensemble_345_105.pdb
 1  ensemble_345_120.pdb
 1  ensemble_345_135.pdb
 1  ensemble_345_150.pdb
 1  ensemble_345_165.pdb
 1  ensemble_345_180.pdb
 1  ensemble_345_195.pdb
 1  ensemble_345_210.pdb
 1  ensemble_345_225.pdb
 1  ensemble_345_240.pdb
 1  ensemble_345_255.pdb
 1  ensemble_345_270.pdb
 1  ensemble_345_285.pdb
 0  ensemble_345_300.pdb
 0  ensemble_345_315.pdb
 0  ensemble_345_330.pdb
 0  ensemble_345_345.pdb
